tempo_s,theta1_ref_deg,theta1_med_deg,theta2_ref_deg,theta2_med_deg,erro1_deg,erro2_deg,torque1_Nm,torque2_Nm,overshoot1_deg,overshoot2_deg,settling_time1_s,settling_time2_s,estado
0.0,-57.91,-57.91,133.43,133.43,0.0,0.0,0.0,0.0,49.632,47.932,,,APROXIMAR
0.1,-55.15,-55.41,130.77,130.93,0.262,-0.165,0.357,-0.217,49.632,47.932,,,APROXIMAR
0.2,-52.4,-52.65,128.11,128.29,0.258,-0.18,0.358,-0.216,49.632,47.932,,,APROXIMAR
0.3,-49.64,-49.89,125.44,125.63,0.254,-0.188,0.359,-0.216,49.632,47.932,,,APROXIMAR
0.4,-46.88,-47.13,122.78,122.97,0.251,-0.192,0.359,-0.215,49.632,47.932,,,APROXIMAR
0.5,-44.12,-44.37,120.12,120.31,0.248,-0.193,0.36,-0.214,49.632,47.932,,,APROXIMAR
0.6,-41.37,-41.61,117.46,117.65,0.245,-0.192,0.361,-0.214,49.632,47.932,,,APROXIMAR
0.7,-38.61,-38.85,114.79,114.98,0.242,-0.19,0.361,-0.213,49.632,47.932,,,APROXIMAR
0.8,-35.85,-36.09,112.13,112.32,0.239,-0.188,0.362,-0.213,49.632,47.932,,,APROXIMAR
0.9,-33.09,-33.33,109.47,109.65,0.237,-0.186,0.362,-0.212,49.632,47.932,,,APROXIMAR
1.0,-30.34,-30.57,106.8,106.99,0.234,-0.183,0.363,-0.212,49.632,47.932,,,APROXIMAR
1.1,-27.58,-27.81,104.14,104.32,0.231,-0.18,0.363,-0.211,49.632,47.932,,,APROXIMAR
1.2,-24.82,-25.05,101.48,101.66,0.229,-0.178,0.364,-0.211,49.632,47.932,,,APROXIMAR
1.3,-22.06,-22.29,98.82,98.99,0.226,-0.175,0.364,-0.211,49.632,47.932,,,APROXIMAR
1.4,-19.31,-19.61,96.15,96.35,0.307,-0.201,0.776,-0.279,49.632,47.932,,,APROXIMAR
1.5,-16.55,-16.95,93.49,93.7,0.395,-0.207,0.802,-0.253,49.632,47.932,,,APROXIMAR
1.6,-13.79,-14.25,90.83,91.03,0.452,-0.2,0.827,-0.227,49.632,47.932,,,APROXIMAR
1.7,-11.04,-11.53,88.16,88.35,0.491,-0.186,0.852,-0.203,49.632,47.932,,,APROXIMAR
0.0,-8.27,-8.27,87.3,87.3,0.0,0.0,-32.408,8.369,1.093,7.378,,,LEVANTAR
0.1,-8.41,-8.73,88.23,88.22,0.32,0.009,0.022,0.087,1.093,7.378,,,LEVANTAR
0.2,-8.55,-8.69,89.15,89.1,0.148,0.047,-0.048,0.062,1.093,7.378,,,LEVANTAR
0.3,-8.68,-8.73,90.07,90.0,0.045,0.07,-0.039,0.067,1.093,7.378,,,LEVANTAR
0.4,-8.82,-8.81,90.99,90.91,-0.014,0.085,-0.033,0.07,1.093,7.378,,,LEVANTAR
0.5,-8.96,-8.91,91.92,91.82,-0.047,0.095,-0.03,0.071,1.093,7.378,,,LEVANTAR
0.6,-9.09,-9.03,92.84,92.74,-0.066,0.101,-0.028,0.072,1.093,7.378,,,LEVANTAR
0.7,-9.23,-9.15,93.76,93.66,-0.076,0.104,-0.027,0.073,1.093,7.378,,,LEVANTAR
0.0,-9.28,-9.28,94.58,94.58,0.0,0.0,5.217,-5.352,4.614,25.229,,,TRANSPORTAR_WP1
0.1,-8.59,-8.75,98.36,97.98,0.155,0.381,0.077,0.365,4.614,25.229,,,TRANSPORTAR_WP1
0.2,-7.9,-7.97,102.15,101.78,0.068,0.37,0.009,0.33,4.614,25.229,,,TRANSPORTAR_WP1
0.3,-7.21,-7.22,105.93,105.57,0.013,0.359,0.013,0.338,4.614,25.229,,,TRANSPORTAR_WP1
0.4,-6.52,-6.5,109.71,109.36,-0.018,0.35,0.016,0.331,4.614,25.229,,,TRANSPORTAR_WP1
0.5,-5.82,-5.89,113.5,112.91,0.067,0.588,1.049,2.264,4.614,25.229,,,TRANSPORTAR_WP1
0.6,-5.13,-5.52,117.28,116.03,0.394,1.252,1.274,2.365,4.614,25.229,,,TRANSPORTAR_WP1
0.0,-5.18,-5.18,118.29,118.29,0.0,0.0,-31.378,-75.548,97.561,0.626,,,TRANSPORTAR_WP2
0.1,-19.81,-17.73,118.2,117.82,-2.083,0.379,-3.497,-0.136,97.561,0.626,,,TRANSPORTAR_WP2
0.2,-34.44,-32.12,118.1,118.04,-2.319,0.06,-3.847,-0.706,97.561,0.626,,,TRANSPORTAR_WP2
0.3,-49.08,-46.58,118.01,118.27,-2.502,-0.259,-3.792,-0.797,97.561,0.626,,,TRANSPORTAR_WP2
0.4,-63.71,-61.15,117.91,118.38,-2.565,-0.461,-3.714,-0.792,97.561,0.711,,,TRANSPORTAR_WP2
0.5,-78.35,-76.17,117.82,117.98,-2.175,-0.16,-2.053,0.508,97.561,0.711,,,TRANSPORTAR_WP2
0.6,-92.98,-91.13,117.73,117.62,-1.849,0.102,-2.01,0.571,97.561,0.711,,,TRANSPORTAR_WP2
0.0,-100.88,-100.88,117.52,117.52,0.0,0.0,80.0,-7.47,33.942,39.367,,,TRANSPORTAR_WP3
0.1,-95.79,-98.58,111.61,113.34,2.785,-1.728,7.069,-6.602,33.942,39.367,,,TRANSPORTAR_WP3
0.2,-90.7,-93.88,105.71,108.81,3.177,-3.103,2.808,-3.056,33.942,39.367,,,TRANSPORTAR_WP3
0.3,-85.61,-88.77,99.8,103.38,3.166,-3.583,5.022,-5.046,33.942,39.367,,,TRANSPORTAR_WP3
0.4,-80.52,-84.11,93.9,98.23,3.595,-4.336,6.645,-6.487,33.942,39.367,,,TRANSPORTAR_WP3
0.5,-75.43,-79.51,87.99,92.92,4.087,-4.933,6.998,-6.307,33.942,39.367,,,TRANSPORTAR_WP3
0.6,-70.33,-74.88,82.09,87.35,4.541,-5.266,7.865,-6.352,33.942,39.367,,,TRANSPORTAR_WP3
0.0,-70.83,-70.83,83.07,83.07,0.0,0.0,-80.0,80.0,12.917,50.358,,,RETORNO
0.1,-69.97,-70.96,86.43,87.16,0.993,-0.733,0.146,0.284,13.049,50.358,,,RETORNO
0.2,-69.1,-69.62,89.79,90.01,0.517,-0.223,0.035,0.264,13.049,50.358,,,RETORNO
0.3,-68.24,-68.48,93.15,93.05,0.232,0.094,0.047,0.279,13.049,50.358,,,RETORNO
0.4,-67.38,-67.45,96.5,96.21,0.065,0.29,0.053,0.287,13.049,50.358,,,RETORNO
0.5,-66.52,-66.49,99.86,99.45,-0.032,0.411,0.057,0.292,13.049,50.358,,,RETORNO
0.6,-65.66,-65.57,103.22,102.73,-0.089,0.483,0.058,0.295,13.049,50.358,,,RETORNO
0.7,-64.8,-64.68,106.58,106.05,-0.121,0.526,0.06,0.296,13.049,50.358,,,RETORNO
0.8,-63.94,-63.8,109.93,109.38,-0.139,0.55,0.06,0.297,13.049,50.358,,,RETORNO
0.9,-63.08,-62.93,113.29,112.73,-0.149,0.561,0.061,0.298,13.049,50.358,,,RETORNO
1.0,-62.22,-62.06,116.65,116.08,-0.154,0.566,0.062,0.298,13.049,50.358,,,RETORNO
1.1,-61.35,-61.2,120.0,119.44,-0.156,0.565,0.064,0.298,13.049,50.358,,,RETORNO
1.2,-60.49,-60.34,123.36,122.8,-0.155,0.562,0.065,0.298,13.049,50.358,,,RETORNO
1.3,-59.63,-59.48,126.72,126.16,-0.154,0.557,0.066,0.298,13.049,50.358,,,RETORNO
1.4,-58.77,-58.62,130.08,129.52,-0.152,0.552,0.068,0.298,13.049,50.358,,,RETORNO
0.0,-57.76,-57.76,132.89,132.89,0.0,0.0,0.0,0.0,54.2,49.883,,,APROXIMAR
0.1,-54.75,-54.97,130.12,130.42,0.218,-0.3,0.393,-0.224,54.2,49.883,,,APROXIMAR
0.2,-51.74,-51.98,127.34,127.61,0.243,-0.264,0.394,-0.223,54.2,49.883,,,APROXIMAR
0.3,-48.73,-48.98,124.57,124.81,0.256,-0.24,0.395,-0.222,54.2,49.883,,,APROXIMAR
0.4,-45.72,-45.98,121.8,122.03,0.263,-0.224,0.395,-0.221,54.2,49.883,,,APROXIMAR
0.5,-42.7,-42.97,119.03,119.24,0.266,-0.212,0.396,-0.22,54.2,49.883,,,APROXIMAR
0.6,-39.69,-39.96,116.26,116.46,0.266,-0.204,0.397,-0.219,54.2,49.883,,,APROXIMAR
0.7,-36.68,-36.95,113.49,113.69,0.265,-0.197,0.397,-0.219,54.2,49.883,,,APROXIMAR
0.8,-33.67,-33.94,110.72,110.91,0.264,-0.192,0.398,-0.218,54.2,49.883,,,APROXIMAR
0.9,-30.66,-30.92,107.95,108.13,0.261,-0.188,0.398,-0.217,54.2,49.883,,,APROXIMAR
1.0,-27.65,-27.91,105.17,105.36,0.259,-0.184,0.399,-0.217,54.2,49.883,,,APROXIMAR
1.1,-24.64,-24.89,102.4,102.58,0.256,-0.181,0.399,-0.216,54.2,49.883,,,APROXIMAR
1.2,-21.63,-21.88,99.63,99.81,0.253,-0.177,0.399,-0.216,54.2,49.883,,,APROXIMAR
1.3,-18.62,-18.87,96.86,97.04,0.251,-0.174,0.4,-0.216,54.2,49.883,,,APROXIMAR
1.4,-15.6,-15.87,94.09,94.32,0.269,-0.231,0.848,-0.271,54.2,49.883,,,APROXIMAR
1.5,-12.59,-12.99,91.32,91.53,0.392,-0.212,0.876,-0.221,54.2,49.883,,,APROXIMAR
1.6,-9.58,-10.05,88.55,88.73,0.473,-0.188,0.906,-0.19,54.2,49.883,,,APROXIMAR
1.7,-6.57,-7.1,85.78,85.94,0.525,-0.161,0.93,-0.161,54.2,49.883,,,APROXIMAR
0.0,-3.26,-3.26,84.42,84.42,0.0,0.0,-35.041,6.714,1.103,7.574,,,LEVANTAR
0.1,-3.4,-3.72,85.36,84.83,0.318,0.534,0.699,1.807,1.103,7.574,,,LEVANTAR
0.2,-3.54,-3.94,86.31,85.5,0.401,0.811,0.681,0.68,1.103,7.574,,,LEVANTAR
0.3,-3.68,-4.01,87.26,86.57,0.337,0.686,0.305,0.36,1.103,7.574,,,LEVANTAR
0.4,-3.82,-4.03,88.2,87.68,0.219,0.525,0.109,0.208,1.103,7.574,,,LEVANTAR
0.5,-3.95,-4.07,89.15,88.76,0.112,0.388,0.026,0.137,1.103,7.574,,,LEVANTAR
0.6,-4.09,-4.12,90.1,89.82,0.032,0.283,-0.01,0.103,1.103,7.574,,,LEVANTAR
0.7,-4.23,-4.21,91.05,90.83,-0.021,0.21,-0.021,0.09,1.103,7.574,,,LEVANTAR
0.0,-4.31,-4.31,91.83,91.83,0.0,0.0,3.46,-8.231,4.794,23.064,,,TRANSPORTAR_WP1
0.1,-3.59,-3.77,95.29,94.91,0.174,0.382,0.081,0.331,4.794,23.064,,,TRANSPORTAR_WP1
0.2,-2.88,-2.95,98.75,98.4,0.074,0.346,0.019,0.304,4.794,23.064,,,TRANSPORTAR_WP1
0.3,-2.16,-2.17,102.21,101.89,0.014,0.321,0.025,0.305,4.794,23.064,,,TRANSPORTAR_WP1
0.4,-1.44,-1.42,105.67,105.36,-0.02,0.304,0.03,0.306,4.794,23.064,,,TRANSPORTAR_WP1
0.5,-0.72,-0.68,109.13,108.84,-0.039,0.293,0.033,0.307,4.794,23.064,,,TRANSPORTAR_WP1
0.6,0.0,0.05,112.59,112.3,-0.049,0.284,0.034,0.307,4.794,23.064,,,TRANSPORTAR_WP1
0.0,0.53,0.53,114.61,114.61,0.0,0.0,3.462,-14.045,103.271,3.05,,,TRANSPORTAR_WP2
0.1,-14.96,-12.75,115.07,115.28,-2.209,-0.209,-2.135,0.48,103.271,3.05,,,TRANSPORTAR_WP2
0.2,-30.45,-28.52,115.53,115.44,-1.93,0.092,-2.041,0.681,103.271,3.05,,,TRANSPORTAR_WP2
0.3,-45.94,-44.19,115.99,115.67,-1.745,0.318,-2.021,0.855,103.271,3.05,,,TRANSPORTAR_WP2
0.4,-61.43,-59.85,116.44,115.91,-1.575,0.535,-1.882,0.857,103.271,3.05,,,TRANSPORTAR_WP2
0.5,-76.92,-75.44,116.9,116.29,-1.479,0.613,-1.903,0.792,103.271,3.05,,,TRANSPORTAR_WP2
0.6,-92.41,-90.99,117.36,116.71,-1.416,0.65,-1.904,0.785,103.271,3.05,,,TRANSPORTAR_WP2
0.0,-101.35,-101.35,117.0,117.0,0.0,0.0,80.0,-33.254,34.411,38.851,,,TRANSPORTAR_WP3
0.1,-96.19,-97.44,111.17,110.72,1.255,0.448,0.789,-0.41,34.411,38.851,,,TRANSPORTAR_WP3
0.2,-91.03,-92.04,105.35,105.26,1.012,0.081,1.11,-0.484,34.411,38.851,,,TRANSPORTAR_WP3
0.3,-85.87,-87.1,99.52,99.71,1.237,-0.193,3.57,-0.696,34.411,38.851,,,TRANSPORTAR_WP3
0.4,-80.7,-83.74,93.69,94.83,3.036,-1.136,8.241,-4.367,34.411,38.851,,,TRANSPORTAR_WP3
0.5,-75.54,-81.25,87.86,91.49,5.712,-3.629,15.789,-9.143,34.411,38.851,,,TRANSPORTAR_WP3
0.6,-70.38,-80.12,82.03,89.19,9.74,-7.16,25.579,-15.584,34.411,38.851,,,TRANSPORTAR_WP3
0.0,-77.0,-77.0,84.72,84.72,0.0,0.0,-80.0,80.0,19.092,48.716,,,RETORNO
0.1,-75.73,-76.76,87.96,88.73,1.032,-0.765,0.181,0.279,19.092,48.716,,,RETORNO
0.2,-74.46,-74.98,91.21,91.53,0.525,-0.322,0.074,0.259,19.092,48.716,,,RETORNO
0.3,-73.18,-73.41,94.46,94.51,0.223,-0.046,0.089,0.273,19.092,48.716,,,RETORNO
0.4,-71.91,-71.96,97.71,97.58,0.048,0.127,0.097,0.281,19.092,48.716,,,RETORNO
0.5,-70.64,-70.58,100.96,100.72,-0.055,0.233,0.102,0.285,19.092,48.716,,,RETORNO
0.6,-69.37,-69.25,104.2,103.9,-0.114,0.298,0.104,0.288,19.092,48.716,,,RETORNO
0.7,-68.09,-67.94,107.45,107.11,-0.148,0.337,0.106,0.289,19.092,48.716,,,RETORNO
0.8,-66.82,-66.65,110.7,110.34,-0.166,0.359,0.107,0.29,19.092,48.716,,,RETORNO
0.9,-65.55,-65.37,113.95,113.58,-0.176,0.371,0.108,0.29,19.092,48.716,,,RETORNO
1.0,-64.27,-64.09,117.19,116.82,-0.181,0.376,0.109,0.29,19.092,48.716,,,RETORNO
1.1,-63.0,-62.82,120.44,120.06,-0.182,0.378,0.11,0.29,19.092,48.716,,,RETORNO
1.2,-61.73,-61.55,123.69,123.31,-0.182,0.377,0.112,0.29,19.092,48.716,,,RETORNO
1.3,-60.46,-60.28,126.94,126.56,-0.18,0.374,0.113,0.29,19.092,48.716,,,RETORNO
1.4,-59.18,-59.0,130.18,129.81,-0.178,0.37,0.115,0.29,19.092,48.716,,,RETORNO
0.0,-57.73,-57.73,133.07,133.07,0.0,0.0,0.0,0.0,58.64,60.934,,,APROXIMAR
0.1,-54.48,-54.69,129.68,130.02,0.215,-0.339,0.427,-0.275,58.64,60.934,,,APROXIMAR
0.2,-51.22,-51.47,126.3,126.6,0.251,-0.306,0.428,-0.273,58.64,60.934,,,APROXIMAR
0.3,-47.96,-48.23,122.91,123.19,0.271,-0.283,0.43,-0.272,58.64,60.934,,,APROXIMAR
0.4,-44.7,-44.99,119.53,119.79,0.282,-0.268,0.431,-0.27,58.64,60.934,,,APROXIMAR
0.5,-41.45,-41.73,116.14,116.4,0.287,-0.257,0.431,-0.269,58.64,60.934,,,APROXIMAR
0.6,-38.19,-38.48,112.76,113.0,0.289,-0.248,0.432,-0.268,58.64,60.934,,,APROXIMAR
0.7,-34.93,-35.22,109.37,109.61,0.289,-0.241,0.433,-0.267,58.64,60.934,,,APROXIMAR
0.8,-31.67,-31.96,105.98,106.22,0.288,-0.235,0.434,-0.267,58.64,60.934,,,APROXIMAR
0.9,-28.42,-28.7,102.6,102.83,0.285,-0.23,0.434,-0.266,58.64,60.934,,,APROXIMAR
1.0,-25.16,-25.44,99.21,99.44,0.283,-0.226,0.435,-0.266,58.64,60.934,,,APROXIMAR
1.1,-21.9,-22.18,95.83,96.05,0.28,-0.222,0.435,-0.265,58.64,60.934,,,APROXIMAR
1.2,-18.64,-18.92,92.44,92.66,0.277,-0.218,0.435,-0.265,58.64,60.934,,,APROXIMAR
1.3,-15.38,-15.66,89.06,89.32,0.274,-0.259,0.371,-0.598,58.64,60.934,,,APROXIMAR
1.4,-12.13,-12.37,85.67,86.04,0.241,-0.368,0.32,-0.617,58.64,60.934,,,APROXIMAR
1.5,-8.87,-9.21,82.29,82.64,0.338,-0.354,0.875,-0.305,58.64,60.934,,,APROXIMAR
1.6,-5.61,-6.05,78.9,79.2,0.442,-0.299,0.919,-0.264,58.64,60.934,,,APROXIMAR
1.7,-2.35,-2.87,75.52,75.77,0.513,-0.249,0.955,-0.226,58.64,60.934,,,APROXIMAR
0.0,1.06,1.06,73.73,73.73,0.0,0.0,-35.054,10.269,1.777,8.424,,,LEVANTAR
0.1,0.84,0.53,74.79,74.36,0.307,0.425,1.007,1.875,1.777,8.424,,,LEVANTAR
0.2,0.61,0.03,75.84,74.68,0.586,1.157,1.855,2.679,1.777,8.424,,,LEVANTAR
0.3,0.39,-0.6,76.89,75.04,0.996,1.849,2.719,3.295,1.777,8.424,,,LEVANTAR
0.4,0.17,-1.42,77.95,75.31,1.588,2.634,4.051,4.438,1.777,8.424,,,LEVANTAR
0.5,-0.05,-2.25,79.0,75.64,2.198,3.356,4.479,4.713,1.777,8.424,,,LEVANTAR
0.6,-0.27,-2.91,80.05,76.13,2.64,3.918,5.06,5.366,2.196,8.424,,,LEVANTAR
0.7,-0.5,-3.4,81.11,76.92,2.904,4.189,4.66,5.135,2.682,8.424,,,LEVANTAR
0.0,-3.8,-3.8,77.65,77.65,0.0,0.0,-80.0,-80.0,2.859,38.657,,,TRANSPORTAR_WP1
0.1,-3.37,-5.26,83.45,79.77,1.89,3.684,7.222,9.48,4.32,38.657,,,TRANSPORTAR_WP1
0.2,-2.94,-6.46,89.25,83.13,3.521,6.125,9.232,10.571,5.522,38.657,,,TRANSPORTAR_WP1
0.3,-2.52,-7.02,95.05,88.07,4.51,6.976,7.73,7.629,6.082,38.657,,,TRANSPORTAR_WP1
0.4,-2.09,-6.26,100.85,94.64,4.175,6.203,3.968,4.204,6.082,38.657,,,TRANSPORTAR_WP1
0.5,-1.66,-4.7,106.65,101.88,3.039,4.762,1.841,2.658,6.082,38.657,,,TRANSPORTAR_WP1
0.6,-1.23,-3.2,112.44,109.0,1.971,3.442,0.666,1.371,6.082,38.657,,,TRANSPORTAR_WP1
0.0,-2.29,-2.29,113.64,113.64,0.0,0.0,-80.0,-80.0,100.448,4.025,,,TRANSPORTAR_WP2
0.1,-17.36,-14.23,114.24,114.67,-3.126,-0.426,-12.442,-3.691,100.448,4.025,,,TRANSPORTAR_WP2
0.2,-32.42,-27.15,114.85,116.98,-5.271,-2.131,-9.272,-4.033,100.448,4.025,,,TRANSPORTAR_WP2
0.3,-47.49,-42.06,115.45,118.12,-5.428,-2.666,-6.12,-2.149,100.448,4.025,,,TRANSPORTAR_WP2
0.4,-62.56,-57.85,116.05,118.34,-4.705,-2.281,-3.898,-0.604,100.448,4.025,,,TRANSPORTAR_WP2
0.5,-77.62,-73.78,116.66,118.33,-3.841,-1.675,-2.955,0.023,100.448,4.025,,,TRANSPORTAR_WP2
0.6,-92.69,-89.56,117.26,118.41,-3.128,-1.147,-2.518,0.293,100.448,4.025,,,TRANSPORTAR_WP2
0.0,-99.98,-99.98,118.53,118.53,0.0,0.0,80.0,44.984,33.037,40.383,,,TRANSPORTAR_WP3
0.1,-95.02,-96.63,112.48,114.23,1.609,-1.753,5.917,-6.784,33.037,40.383,,,TRANSPORTAR_WP3
0.2,-90.07,-92.5,106.42,109.96,2.43,-3.545,4.55,-5.288,33.037,40.383,,,TRANSPORTAR_WP3
0.3,-85.11,-87.56,100.36,104.22,2.445,-3.86,3.111,-3.463,33.037,40.383,,,TRANSPORTAR_WP3
0.4,-80.15,-82.24,94.3,97.84,2.089,-3.533,2.188,-2.385,33.037,40.383,,,TRANSPORTAR_WP3
0.5,-75.2,-76.89,88.25,91.3,1.695,-3.05,1.784,-1.886,33.037,40.383,,,TRANSPORTAR_WP3
0.6,-70.24,-71.57,82.19,84.68,1.322,-2.493,0.801,-0.47,33.037,40.383,,,TRANSPORTAR_WP3
0.0,-62.84,-62.84,76.14,76.14,0.0,0.0,-66.326,80.0,4.927,57.296,,,RETORNO
0.1,-62.51,-63.27,79.96,80.95,0.762,-0.994,0.064,0.32,5.361,57.296,,,RETORNO
0.2,-62.18,-62.49,83.78,84.35,0.313,-0.579,-0.041,0.301,5.361,57.296,,,RETORNO
0.3,-61.85,-61.9,87.6,87.91,0.047,-0.318,-0.025,0.316,5.361,57.296,,,RETORNO
0.4,-61.52,-61.42,91.42,91.57,-0.107,-0.154,-0.016,0.325,5.361,57.296,,,RETORNO
0.5,-61.19,-61.0,95.24,95.29,-0.195,-0.05,-0.011,0.33,5.361,57.296,,,RETORNO
0.6,-60.87,-60.62,99.05,99.04,-0.246,0.015,-0.009,0.333,5.361,57.296,,,RETORNO
0.7,-60.54,-60.26,102.87,102.82,-0.273,0.055,-0.007,0.334,5.361,57.296,,,RETORNO
0.8,-60.21,-59.92,106.69,106.61,-0.288,0.079,-0.006,0.335,5.361,57.296,,,RETORNO
0.9,-59.88,-59.59,110.51,110.42,-0.295,0.094,-0.005,0.336,5.361,57.296,,,RETORNO
1.0,-59.55,-59.26,114.33,114.23,-0.297,0.103,-0.004,0.336,5.361,57.296,,,RETORNO
1.1,-59.22,-58.93,118.15,118.05,-0.297,0.108,-0.003,0.336,5.361,57.296,,,RETORNO
1.2,-58.9,-58.6,121.97,121.86,-0.295,0.11,-0.002,0.336,5.361,57.296,,,RETORNO
1.3,-58.57,-58.28,125.79,125.68,-0.291,0.111,0.0,0.336,5.361,57.296,,,RETORNO
1.4,-58.24,-57.95,129.61,129.5,-0.287,0.111,0.002,0.336,5.361,57.296,,,RETORNO
